0.000000000000000000e+00,1.032311078035465846e+00
3.355704697986577195e-02,1.212669842758881344e+00
6.711409395973154390e-02,1.333009470386160578e+00
1.006711409395973089e-01,1.464909244232633467e+00
1.342281879194630878e-01,1.656817633511937116e+00
1.677852348993288667e-01,1.777111577504300044e+00
2.013422818791946178e-01,1.816715131711564624e+00
2.348993288590603967e-01,1.889315815879477167e+00
2.684563758389261756e-01,2.032759458920422979e+00
3.020134228187919545e-01,2.119925106058908604e+00
3.355704697986577334e-01,2.208945985327360084e+00
3.691275167785235123e-01,2.213066060012174763e+00
4.026845637583892357e-01,2.252466578636462380e+00
4.362416107382550146e-01,2.383572813914425659e+00
4.697986577181207934e-01,2.331455977037064642e+00
5.033557046979866278e-01,2.400738678165813766e+00
5.369127516778523512e-01,2.336628292124916406e+00
5.704697986577180746e-01,2.499592106523493396e+00
6.040268456375839090e-01,2.492877611320829079e+00
6.375838926174496324e-01,2.371161452828050020e+00
6.711409395973154668e-01,2.534195101356890856e+00
7.046979865771811902e-01,2.509729458745106889e+00
7.382550335570470246e-01,2.449897928796686664e+00
7.718120805369127480e-01,2.487073012656355164e+00
8.053691275167784713e-01,2.517242636977375270e+00
8.389261744966443057e-01,2.466104220924539181e+00
8.724832214765100291e-01,2.412962884099814076e+00
9.060402684563758635e-01,2.501586873070243744e+00
9.395973154362415869e-01,2.516586341658846315e+00
9.731543624161074213e-01,2.399075785531933569e+00
1.006711409395973256e+00,2.395884665618105203e+00
1.040268456375838868e+00,2.460450359582811775e+00
1.073825503355704702e+00,2.399311341020469612e+00
1.107382550335570537e+00,2.396602774828097804e+00
1.140939597315436149e+00,2.312312478870105270e+00
1.174496644295301984e+00,2.340989726813477834e+00
1.208053691275167818e+00,2.419045527839672527e+00
1.241610738255033652e+00,2.411064252699311794e+00
1.275167785234899265e+00,2.380529366926828150e+00
1.308724832214765099e+00,2.348353899494844743e+00
1.342281879194630934e+00,2.386718567503980815e+00
1.375838926174496546e+00,2.320010496445904735e+00
1.409395973154362380e+00,2.346801178967912627e+00
1.442953020134228215e+00,2.329030233947564810e+00
1.476510067114094049e+00,2.343619431789639052e+00
1.510067114093959662e+00,2.281292221876977333e+00
1.543624161073825496e+00,2.273539035197478686e+00
1.577181208053691330e+00,2.203290331559311532e+00
1.610738255033556943e+00,2.227280311971475690e+00
1.644295302013422777e+00,2.231347548642435008e+00
1.677852348993288611e+00,2.270102100473156970e+00
1.711409395973154446e+00,2.192564628794899217e+00
1.744966442953020058e+00,2.139629328592936197e+00
1.778523489932885893e+00,2.092239259956246045e+00
1.812080536912751727e+00,2.065219810852966020e+00
1.845637583892617561e+00,2.118479594433186897e+00
1.879194630872483174e+00,2.094611063768792913e+00
1.912751677852349008e+00,2.058583085455117700e+00
1.946308724832214843e+00,2.049846757162056221e+00
1.979865771812080455e+00,2.077390229338016425e+00
2.013422818791946511e+00,2.062295911634453471e+00
2.046979865771811902e+00,1.994781661406674234e+00
2.080536912751677736e+00,2.218189100282529580e+00
2.114093959731543571e+00,1.995825873323019417e+00
2.147651006711409405e+00,2.099524949133333873e+00
2.181208053691275239e+00,1.987132814024545446e+00
2.214765100671141074e+00,2.073380891919034408e+00
2.248322147651006908e+00,1.972520870046378327e+00
2.281879194630872298e+00,1.939913859570723043e+00
2.315436241610738133e+00,1.941432668849368604e+00
2.348993288590603967e+00,1.904091080541441494e+00
2.382550335570469802e+00,1.954730899440795033e+00
2.416107382550335636e+00,1.932338970800550726e+00
2.449664429530201470e+00,1.896376209337287566e+00
2.483221476510067305e+00,1.902655247145302431e+00
2.516778523489932695e+00,1.896315482367991745e+00
2.550335570469798530e+00,1.884685319391397496e+00
2.583892617449664364e+00,1.933123916733332059e+00
2.617449664429530198e+00,1.864324584646549710e+00
2.651006711409396033e+00,1.894871190344557643e+00
2.684563758389261867e+00,1.887477242447122228e+00
